Record_id,CountyFips,StateName,CountyName,ReportYear,Value,MeasureType
121,35049,New Mexico,Santa Fe,2006,0,1
122,1069,Alabama,Houston,2010,0,1
123,41059,Oregon,Umatilla,2013,1.724137931,1
124,34017,New Jersey,Hudson,2000,4.424778761,1
125,12103,Florida,Pinellas,2009,0,1
126,39151,Ohio,Stark,2002,5,1
127,42071,Pennsylvania,Lancaster,2010,1.432664756,1
128,39095,Ohio,Lucas,2001,4.249291785,1
129,45073,South Carolina,Oconee,2010,0,1
130,42129,Pennsylvania,Westmoreland,2000,3,1
131,49045,Utah,Tooele,2007,0.909090909,1
132,38013,North Dakota,Burke,2005,0,1
133,17113,Illinois,McLean,2012,0,1
134,6099,California,Stanislaus,2010,4.054054054,1
135,6077,California,San Joaquin,2002,10.48387097,1
136,34017,New Jersey,Hudson,2006,4.87804878,1
137,21117,Kentucky,Kenton,2003,0,1
138,21029,Kentucky,Bullitt,2010,0.826446281,1
139,12071,Florida,Lee,2010,0,1
140,42007,Pennsylvania,Beaver,2013,0,1
141,40109,Oklahoma,Oklahoma,2001,0.280898876,1
142,20177,Kansas,Shawnee,2001,0,1
143,21019,Kentucky,Boyd,2001,4.310344828,1
144,17083,Illinois,Jersey,2008,0,1
145,8101,Colorado,Pueblo,2007,0,1
146,53033,Washington,King,2005,0.276243094,1
147,9009,Connecticut,New Haven,2013,0,1
148,56021,Wyoming,Laramie,2004,0,1
149,12031,Florida,Duval,2005,1.38121547,1
150,6073,California,San Diego,2006,0.824175824,1
151,26163,Michigan,Wayne,2007,1.690140845,1
152,18003,Indiana,Allen,2011,0,1
153,6089,California,Shasta,2007,0,1
154,37121,North Carolina,Mitchell,2002,0.840336134,1
155,13135,Georgia,Gwinnett,2013,0,1
156,5051,Arkansas,Garland,1999,0,1
157,40021,Oklahoma,Cherokee,1999,0,1
158,6111,California,Ventura,2001,6.153846154,1
159,56037,Wyoming,Sweetwater,2010,0,1
160,37037,North Carolina,Chatham,2008,0.917431193,1
161,42027,Pennsylvania,Centre,2004,2.298850575,1
162,8001,Colorado,Adams,2009,0,1
163,1089,Alabama,Madison,2009,0,1
164,37061,North Carolina,Duplin,2013,0,1
165,12011,Florida,Broward,1999,1.166180758,1
166,53077,Washington,Yakima,2001,3.278688525,1
167,33015,New Hampshire,Rockingham,2006,0,1
168,13059,Georgia,Clarke,2011,0,1
169,39151,Ohio,Stark,2011,0,1
170,47099,Tennessee,Lawrence,2010,0,1
171,55027,Wisconsin,Dodge,2006,0.775193798,1
172,42003,Pennsylvania,Allegheny,2005,15.93406593,1
173,37173,North Carolina,Swain,2010,0,1
174,56039,Wyoming,Teton,2006,0,1
175,39023,Ohio,Clark,2008,0.854700855,1
176,33005,New Hampshire,Cheshire,2001,0,1
177,13067,Georgia,Cobb,2006,1.515151515,1
178,31111,Nebraska,Lincoln,2000,0,1
179,6001,California,Alameda,2010,0,1
180,22019,Louisiana,Calcasieu,2005,0,1
181,18043,Indiana,Floyd,2007,1.724137931,1
182,2170,Alaska,Matanuska-Susitna,2012,0,1
183,6093,California,Siskiyou,2008,0,1
184,22109,Louisiana,Terrebonne,2013,0,1
185,12033,Florida,Escambia,2008,0,1
186,36005,New York,Bronx,2003,3.216374269,1
187,12017,Florida,Citrus,1999,0,1
188,48139,Texas,Ellis,2002,2.43902439,1
189,34031,New Jersey,Passaic,2003,2.727272727,1
190,18127,Indiana,Porter,2007,1.694915254,1
191,17089,Illinois,Kane,2001,1.694915254,1
192,18003,Indiana,Allen,2004,0.819672131,1
193,46013,South Dakota,Brown,2012,0,1
194,47093,Tennessee,Knox,2000,7.01754386,1
195,16049,Idaho,Idaho,2004,0,1
196,12117,Florida,Seminole,2008,0,1
197,30031,Montana,Gallatin,2001,0.892857143,1
198,16017,Idaho,Bonner,1999,0.847457627,1
199,19163,Iowa,Scott,1999,0.869565217,1
200,42049,Pennsylvania,Erie,2009,0,1
201,40019,Oklahoma,Carter,2004,0,1
202,12073,Florida,Leon,2011,0,1
203,37051,North Carolina,Cumberland,2004,0,1
204,6075,California,San Francisco,2001,6.666666667,1
205,42099,Pennsylvania,Perry,2001,0,1
206,56009,Wyoming,Converse,2008,0,1
207,40109,Oklahoma,Oklahoma,2003,0.277777778,1
208,31055,Nebraska,Douglas,2009,0.35971223,1
209,40071,Oklahoma,Kay,2005,2.702702703,1
210,34039,New Jersey,Union,2001,3.846153846,1
211,48375,Texas,Potter,2000,0,1
212,41051,Oregon,Multnomah,2012,0,1
213,26065,Michigan,Ingham,2012,0,1
214,39081,Ohio,Jefferson,2012,0,1
215,41035,Oregon,Klamath,2007,2.586206897,1
216,40135,Oklahoma,Sequoyah,2008,0,1
217,40017,Oklahoma,Canadian,2003,0,1
218,1069,Alabama,Houston,2008,0,1
219,18055,Indiana,Greene,2013,0,1
220,37037,North Carolina,Chatham,2005,0,1
221,47037,Tennessee,Davidson,2011,0,1
222,37099,North Carolina,Jackson,2004,0,1
223,36119,New York,Westchester,2008,0.840336134,1
224,34039,New Jersey,Union,2003,3.343465046,1
225,29095,Missouri,Jackson,2006,0,1
226,22051,Louisiana,Jefferson,2013,0,1
227,6085,California,Santa Clara,2011,1.271186441,1
228,17197,Illinois,Will,2007,3.076923077,1
229,37067,North Carolina,Forsyth,2002,1.13960114,1
230,6001,California,Alameda,2011,0,1
231,55027,Wisconsin,Dodge,2007,0.81300813,1
232,41047,Oregon,Marion,2001,0.81300813,1
233,35043,New Mexico,Sandoval,2006,0.819672131,1
234,21151,Kentucky,Madison,2001,0.934579439,1
235,35049,New Mexico,Santa Fe,2012,0,1
236,15009,Hawaii,Maui,2000,0,1
237,54039,West Virginia,Kanawha,2008,1.639344262,1
238,18157,Indiana,Tippecanoe,2009,0,1
239,27053,Minnesota,Hennepin,2011,0,1
240,6067,California,Sacramento,2003,5.263157895,1
241,35049,New Mexico,Santa Fe,1999,0,1
242,49035,Utah,Salt Lake,2008,3.825136612,1
243,27103,Minnesota,Nicollet,2001,0,1
244,17161,Illinois,Rock Island,2008,0,1
245,1121,Alabama,Talladega,2003,0.934579439,1
246,1121,Alabama,Talladega,2010,0,1
247,19163,Iowa,Scott,2005,3.08988764,1
248,49049,Utah,Utah,2003,0.862068966,1
249,28033,Mississippi,DeSoto,2005,3.47826087,1
250,20191,Kansas,Sumner,1999,0,1
251,30089,Montana,Sanders,2003,1.063829787,1
252,39145,Ohio,Scioto,2013,0,1
253,27075,Minnesota,Lake,2000,0,1
254,47065,Tennessee,Hamilton,2012,0,1
255,55043,Wisconsin,Grant,2006,0.78125,1
256,42085,Pennsylvania,Mercer,2007,1.492537313,1
257,26125,Michigan,Oakland,2007,0.847457627,1
258,36061,New York,New York,2003,4.132231405,1
259,37071,North Carolina,Gaston,2000,0.833333333,1
260,39081,Ohio,Jefferson,2003,5.167173252,1
261,55003,Wisconsin,Ashland,2003,0,1
262,47163,Tennessee,Sullivan,2000,5.357142857,1
263,6113,California,Yolo,2002,0.892857143,1
264,51650,Virginia,Hampton,2009,0,1
265,16017,Idaho,Bonner,2000,1.739130435,1
266,42095,Pennsylvania,Northampton,2008,1.388888889,1
267,36085,New York,Richmond,2001,1.612903226,1
268,51139,Virginia,Page,2008,0,1
269,20209,Kansas,Wyandotte,2001,0.819672131,1
270,26021,Michigan,Berrien,2008,0,1
271,36055,New York,Monroe,2008,0,1
272,28049,Mississippi,Hinds,2004,0,1
273,48439,Texas,Tarrant,2003,1.369863014,1
274,35043,New Mexico,Sandoval,2009,0,1
275,5045,Arkansas,Faulkner,2005,2.631578947,1
276,53033,Washington,King,2009,0,1
277,37107,North Carolina,Lenoir,2006,0,1
278,48303,Texas,Lubbock,1999,0,1
279,45019,South Carolina,Charleston,2010,0,1
280,39049,Ohio,Franklin,2013,0,1
281,19137,Iowa,Montgomery,2007,0,1
282,26163,Michigan,Wayne,1999,7.843137255,1
283,55133,Wisconsin,Waukesha,2001,3.779069767,1
284,51003,Virginia,Albemarle,2012,0,1
285,42129,Pennsylvania,Westmoreland,2002,3.539823009,1
286,48061,Texas,Cameron,2005,0,1
287,6053,California,Monterey,2001,0,1
288,41003,Oregon,Benton,1999,0.900900901,1
289,21037,Kentucky,Campbell,2010,0,1
290,6087,California,Santa Cruz,2000,0,1
291,55025,Wisconsin,Dane,2001,2.173913043,1
292,22121,Louisiana,West Baton Rouge,2012,0,1
293,21117,Kentucky,Kenton,2006,0.862068966,1
294,25027,Massachusetts,Worcester,2013,0,1
295,23019,Maine,Penobscot,2005,0.943396226,1
296,34027,New Jersey,Morris,2001,4.672897196,1
297,25023,Massachusetts,Plymouth,2008,0,1
298,25023,Massachusetts,Plymouth,2006,0,1
299,5119,Arkansas,Pulaski,2013,0.282485876,1
300,38007,North Dakota,Billings,2001,0,1
301,22087,Louisiana,St. Bernard,2005,0,1
302,8029,Colorado,Delta,2004,0,1
303,35043,New Mexico,Sandoval,2007,0,1
304,37081,North Carolina,Guilford,1999,1.712328767,1
305,35045,New Mexico,San Juan,2006,0,1
306,46013,South Dakota,Brown,2006,0,1
307,56033,Wyoming,Sheridan,1999,0,1
308,26065,Michigan,Ingham,2013,0,1
309,18163,Indiana,Vanderburgh,2010,0.299401198,1
310,29021,Missouri,Buchanan,2007,0,1
311,31153,Nebraska,Sarpy,2007,1.98019802,1
312,1097,Alabama,Mobile,2006,0.819672131,1
313,28059,Mississippi,Jackson,2008,0,1
314,47145,Tennessee,Roane,2011,0,1
315,1069,Alabama,Houston,2012,0,1
316,23009,Maine,Hancock,2009,0,1
317,36093,New York,Schenectady,2000,0.892857143,1
318,5107,Arkansas,Phillips,2002,0,1
319,42041,Pennsylvania,Cumberland,2004,3.206997085,1
320,27139,Minnesota,Scott,2011,0,1
321,8039,Colorado,Elbert,2000,0,1
322,41051,Oregon,Multnomah,2013,2.5,1
323,55111,Wisconsin,Sauk,2006,0.769230769,1
324,48203,Texas,Harrison,2010,0,1
325,11001,District of Columbia,District of Columbia,2013,0,1
326,22087,Louisiana,St. Bernard,2008,0,1
327,42021,Pennsylvania,Cambria,2006,2.586206897,1
328,50003,Vermont,Bennington,2003,1.869158879,1
329,27139,Minnesota,Scott,2010,0.892857143,1
330,17111,Illinois,McHenry,2001,0.847457627,1
331,41039,Oregon,Lane,2013,5.34351145,1
332,42029,Pennsylvania,Chester,2013,0.611620795,1
333,12083,Florida,Marion,2000,0,1
334,47099,Tennessee,Lawrence,2009,0,1
335,41051,Oregon,Multnomah,1999,1.652892562,1
336,48037,Texas,Bowie,2011,0,1
337,12095,Florida,Orange,2004,0,1
338,49005,Utah,Cache,2005,9.668508287,1
339,10001,Delaware,Kent,2003,2.43902439,1
340,21047,Kentucky,Christian,2010,0,1
341,34017,New Jersey,Hudson,2011,0.581395349,1
342,12086,Florida,Miami-Dade,2003,0,1
343,53057,Washington,Skagit,1999,0,1
344,47125,Tennessee,Montgomery,2012,0,1
345,55071,Wisconsin,Manitowoc,2000,0.847457627,1
346,47141,Tennessee,Putnam,2010,0,1
347,37033,North Carolina,Caswell,2011,0,1
348,13089,Georgia,DeKalb,2002,1.098901099,1
349,45051,South Carolina,Horry,2000,0,1
350,41061,Oregon,Union,2009,0,1
351,21013,Kentucky,Bell,2001,3.636363636,1
352,22121,Louisiana,West Baton Rouge,2001,0.282485876,1
353,8013,Colorado,Boulder,2012,0.917431193,1
354,54029,West Virginia,Hancock,2003,2.702702703,1
355,21101,Kentucky,Henderson,2011,0,1
356,55119,Wisconsin,Taylor,2006,0,1
357,45043,South Carolina,Georgetown,2004,0.869565217,1
358,12117,Florida,Seminole,2011,0,1
359,27123,Minnesota,Ramsey,2005,0.819672131,1
360,51810,Virginia,Virginia Beach,2000,0.862068966,1
361,55111,Wisconsin,Sauk,2010,0.819672131,1
362,17043,Illinois,DuPage,2012,0,1
363,19155,Iowa,Pottawattamie,2010,0.81300813,1
364,39095,Ohio,Lucas,2012,0,1
365,39087,Ohio,Lawrence,2007,1.694915254,1
366,40031,Oklahoma,Comanche,2000,0,1
367,31055,Nebraska,Douglas,1999,0.729927007,1
368,37063,North Carolina,Durham,2012,0,1
369,23017,Maine,Oxford,2005,0,1
370,21093,Kentucky,Hardin,2002,1.739130435,1
371,34021,New Jersey,Mercer,2004,1.652892562,1
372,26049,Michigan,Genesee,2009,0,1
373,54081,West Virginia,Raleigh,2000,0.862068966,1
374,55079,Wisconsin,Milwaukee,2000,1.366120219,1
375,4003,Arizona,Cochise,2008,0,1
376,18095,Indiana,Madison,2000,0.917431193,1
377,39155,Ohio,Trumbull,2013,0,1
378,34013,New Jersey,Essex,2013,0,1
379,51036,Virginia,Charles City,2005,0.854700855,1
380,1121,Alabama,Talladega,2004,1.754385965,1
381,1101,Alabama,Montgomery,2006,0,1
382,19155,Iowa,Pottawattamie,2007,1.680672269,1
383,27109,Minnesota,Olmsted,2000,2.197802198,1
384,25025,Massachusetts,Suffolk,2007,1.095890411,1
385,20177,Kansas,Shawnee,2000,0,1
386,38007,North Dakota,Billings,2008,0,1
387,48043,Texas,Brewster,2008,0,1
388,22055,Louisiana,Lafayette,2006,0,1
389,26115,Michigan,Monroe,2011,0,1
390,39049,Ohio,Franklin,2011,0,1
391,29021,Missouri,Buchanan,2004,0,1
392,12099,Florida,Palm Beach,2011,0.274725275,1
393,13139,Georgia,Hall,2012,0,1
394,47125,Tennessee,Montgomery,2006,1.898734177,1
395,48203,Texas,Harrison,2012,0,1
396,54069,West Virginia,Ohio,2009,0,1
397,21073,Kentucky,Franklin,2008,0,1
398,48201,Texas,Harris,2008,0,1
399,42091,Pennsylvania,Montgomery,2005,0,1
400,51520,Virginia,Bristol,2006,0.826446281,1
401,5115,Arkansas,Pope,2007,0.840336134,1
402,25023,Massachusetts,Plymouth,2003,1.739130435,1
403,20107,Kansas,Linn,2007,0,1
404,34023,New Jersey,Middlesex,2005,0.925925926,1
405,28049,Mississippi,Hinds,1999,0.970873786,1
406,29510,Missouri,St. Louis City,2012,0,1
407,18167,Indiana,Vigo,2010,0,1
408,6083,California,Santa Barbara,2008,1.587301587,1
409,34007,New Jersey,Camden,2002,3.25203252,1
410,40143,Oklahoma,Tulsa,2000,0.282485876,1
411,10005,Delaware,Sussex,2004,0.862068966,1
412,24015,Maryland,Cecil,2009,0,1
413,6019,California,Fresno,2000,23.84937238,1
414,19137,Iowa,Montgomery,2003,0,1
415,20091,Kansas,Johnson,2011,0,1
416,31153,Nebraska,Sarpy,2002,0,1
417,36103,New York,Suffolk,2007,0,1
418,44003,Rhode Island,Kent,2005,1.176470588,1
419,6079,California,San Luis Obispo,2005,0,1
420,56029,Wyoming,Park,2013,0,1
421,56005,Wyoming,Campbell,2005,0,1
422,35025,New Mexico,Lea,2001,0,1
423,6023,California,Humboldt,1999,1.694915254,1
424,11001,District of Columbia,District of Columbia,2001,6.424581006,1
425,51775,Virginia,Salem,2001,1.739130435,1
426,29099,Missouri,Jefferson,2001,0.840336134,1
427,19177,Iowa,Van Buren,2004,0,1
428,44007,Rhode Island,Providence,2001,1.652892562,1
429,37033,North Carolina,Caswell,2002,0,1
430,40101,Oklahoma,Muskogee,2011,0,1
431,13303,Georgia,Washington,2006,1.694915254,1
432,4023,Arizona,Santa Cruz,2010,1.587301587,1
433,27145,Minnesota,Stearns,2006,0,1
434,4007,Arizona,Gila,1999,0,1
435,34015,New Jersey,Gloucester,2011,0,1
436,28047,Mississippi,Harrison,2005,6.626506024,1
437,19137,Iowa,Montgomery,2009,0.934579439,1
438,6065,California,Riverside,2006,11.35646688,1
439,38007,North Dakota,Billings,2013,0,1
440,51041,Virginia,Chesterfield,2003,2.586206897,1
441,13121,Georgia,Fulton,2011,0,1
442,53073,Washington,Whatcom,1999,0,1
443,37119,North Carolina,Mecklenburg,1999,3.296703297,1
444,39133,Ohio,Portage,2009,0,1
445,23009,Maine,Hancock,2006,0,1
446,51810,Virginia,Virginia Beach,2005,0.317460317,1
447,13319,Georgia,Wilkinson,2004,1.680672269,1
448,37121,North Carolina,Mitchell,2011,0,1
449,39085,Ohio,Lake,2005,3.389830508,1
450,26077,Michigan,Kalamazoo,2013,0,1
451,24510,Maryland,Baltimore City,2007,2.216066482,1
452,47113,Tennessee,Madison,2010,0,1
453,30029,Montana,Flathead,2007,2.5,1
454,6085,California,Santa Clara,2001,6.603773585,1
455,36063,New York,Niagara,2005,4.545454545,1
456,19163,Iowa,Scott,2012,0,1
457,41025,Oregon,Harney,2001,1.666666667,1
458,51810,Virginia,Virginia Beach,2008,2.034883721,1
459,18091,Indiana,LaPorte,2003,0.826446281,1
460,56039,Wyoming,Teton,2005,1.111111111,1
461,6019,California,Fresno,2004,10.40462428,1
462,12031,Florida,Duval,2004,0.555555556,1
463,16055,Idaho,Kootenai,2002,1.136363636,1
464,25005,Massachusetts,Bristol,2013,0,1
465,42007,Pennsylvania,Beaver,2002,3.333333333,1
466,48203,Texas,Harrison,2007,0,1
467,56033,Wyoming,Sheridan,2000,3.278688525,1
468,21193,Kentucky,Perry,2003,1.754385965,1
469,41051,Oregon,Multnomah,2005,1.639344262,1
470,25013,Massachusetts,Hampden,2003,3.448275862,1
471,18157,Indiana,Tippecanoe,2013,0,1
472,54061,West Virginia,Monongalia,1999,2.654867257,1
473,23005,Maine,Cumberland,2008,0,1
474,33005,New Hampshire,Cheshire,2000,0,1
475,17163,Illinois,St. Clair,2002,4.444444444,1
476,39099,Ohio,Mahoning,2001,5.128205128,1
477,39155,Ohio,Trumbull,2000,1.557632399,1
478,37035,North Carolina,Catawba,2007,0.294985251,1
479,5131,Arkansas,Sebastian,2004,0,1
480,18157,Indiana,Tippecanoe,2010,0.884955752,1
481,47145,Tennessee,Roane,2010,0,1
482,41051,Oregon,Multnomah,2002,0.821917808,1
483,53061,Washington,Snohomish,2011,1.685393258,1
484,5045,Arkansas,Faulkner,2006,0,1
485,55041,Wisconsin,Forest,2006,0,1
486,55089,Wisconsin,Ozaukee,2004,0.819672131,1
487,27037,Minnesota,Dakota,2008,0.854700855,1
488,18043,Indiana,Floyd,2002,3.333333333,1
489,24510,Maryland,Baltimore City,2009,0.550964187,1
490,47141,Tennessee,Putnam,2003,1.680672269,1
491,37159,North Carolina,Rowan,2005,0.833333333,1
492,6107,California,Tulare,2005,9.401709402,1
493,20107,Kansas,Linn,2013,0,1
494,30089,Montana,Sanders,2008,0.917431193,1
495,28011,Mississippi,Bolivar,2000,3.305785124,1
496,16005,Idaho,Bannock,2013,0,1
497,35013,New Mexico,Dona Ana,2005,2.459016393,1
498,19177,Iowa,Van Buren,2009,0,1
499,36081,New York,Queens,2010,0.56980057,1
500,47093,Tennessee,Knox,2003,1.671309192,1
501,21101,Kentucky,Henderson,2000,3.80952381,1
502,42101,Pennsylvania,Philadelphia,2002,4.383561644,1
503,13127,Georgia,Glynn,2012,0,1
504,19147,Iowa,Palo Alto,2006,0.840336134,1
505,26113,Michigan,Missaukee,2010,0,1
506,1117,Alabama,Shelby,2006,0,1
507,39049,Ohio,Franklin,2004,2.747252747,1
508,6111,California,Ventura,2000,4.098360656,1
509,41035,Oregon,Klamath,2013,7.894736842,1
510,37081,North Carolina,Guilford,2011,0,1
511,26113,Michigan,Missaukee,2003,0,1
512,32031,Nevada,Washoe,2012,0,1
513,9003,Connecticut,Hartford,2011,0.606060606,1
514,5031,Arkansas,Craighead,2003,0.862068966,1
515,16017,Idaho,Bonner,2003,0,1
516,28121,Mississippi,Rankin,2001,1.709401709,1
517,53061,Washington,Snohomish,2007,3.038674033,1
518,55025,Wisconsin,Dane,2013,0,1
519,47093,Tennessee,Knox,2006,0.566572238,1
520,54051,West Virginia,Marshall,2013,0,1
521,35017,New Mexico,Grant,2011,0,1
522,12011,Florida,Broward,2006,0,1
523,51107,Virginia,Loudoun,1999,2.06185567,1
524,37025,North Carolina,Cabarrus,2000,0.877192982,1
525,31049,Nebraska,Deuel,2002,0,1
526,16079,Idaho,Shoshone,2009,1.966292135,1
527,37033,North Carolina,Caswell,2000,1.739130435,1
528,41061,Oregon,Union,2008,0,1
529,8107,Colorado,Routt,2004,0,1
530,31153,Nebraska,Sarpy,2010,0,1
531,55125,Wisconsin,Vilas,2003,0,1
532,6095,California,Solano,2003,0,1
533,55009,Wisconsin,Brown,2002,1.652892562,1
534,36013,New York,Chautauqua,2011,0,1
535,19045,Iowa,Clinton,2001,1.639344262,1
536,5045,Arkansas,Faulkner,2009,0,1
537,8083,Colorado,Montezuma,2010,0,1
538,27109,Minnesota,Olmsted,2009,2.752293578,1
539,18067,Indiana,Howard,2012,0,1
540,8067,Colorado,La Plata,2013,0,1
541,6083,California,Santa Barbara,2006,0,1
542,45037,South Carolina,Edgefield,2007,0.847457627,1
543,36071,New York,Orange,2013,0,1
544,48037,Texas,Bowie,2004,0,1
545,1113,Alabama,Russell,2008,0.606060606,1
546,6027,California,Inyo,2011,2.702702703,1
547,45047,South Carolina,Greenwood,2001,0,1
548,19013,Iowa,Black Hawk,2009,1.5625,1
549,39081,Ohio,Jefferson,2004,5.970149254,1
550,6057,California,Nevada,2007,0,1
551,26121,Michigan,Muskegon,2000,0.840336134,1
552,42003,Pennsylvania,Allegheny,2012,2.564102564,1
553,1113,Alabama,Russell,2001,0.952380952,1
554,5119,Arkansas,Pulaski,2003,0.273972603,1
555,26121,Michigan,Muskegon,2005,4.310344828,1
556,33011,New Hampshire,Hillsborough,2013,0,1
557,8107,Colorado,Routt,2005,0,1
558,19171,Iowa,Tama,2010,0,1
559,22019,Louisiana,Calcasieu,2008,0,1
560,40109,Oklahoma,Oklahoma,2010,0,1
561,6065,California,Riverside,2005,11.20943953,1
562,55003,Wisconsin,Ashland,2010,0,1
563,16085,Idaho,Valley,2003,0,1
564,42045,Pennsylvania,Delaware,2008,0.892857143,1
565,26077,Michigan,Kalamazoo,2000,2.542372881,1
566,48375,Texas,Potter,2001,0,1
567,19137,Iowa,Montgomery,2012,0,1
568,21029,Kentucky,Bullitt,2003,1.739130435,1
569,45043,South Carolina,Georgetown,2000,1.724137931,1
570,26099,Michigan,Macomb,2007,0,1
571,6047,California,Merced,2013,13.25301205,1
572,33011,New Hampshire,Hillsborough,2004,0.793650794,1
573,8101,Colorado,Pueblo,2008,0,1
574,18035,Indiana,Delaware,2005,5.357142857,1
